spn\alliance\alderaan\broonmark\motorcade_speeder.spn_p,art\static\area\hth_hoth\vehicle\hth_veh_neu_speeder_02.gr2
spn\location\voss\mailbox\mailbox_hub1_rep_poi01_ken_la_outpost.spn_p,art\static\area\all_all\item\tech\all_item_tech_mailbox.gr2
spn\location\voss\mailbox\mailbox_hub2_neu_poi12_pilgrim_retreat.spn_p,art\static\area\all_all\item\tech\all_item_tech_mailbox.gr2
spn\location\voss\mailbox\mailbox_hub3_emp_poi02_outpost_skyline.spn_p,art\static\area\all_all\item\tech\all_item_tech_mailbox.gr2
spn\location\voss\mailbox\mailbox_hub3_rep_poi01_camp_talanis.spn_p,art\static\area\all_all\item\tech\all_item_tech_mailbox.gr2
spn\location\voss\mailbox\mailbox_hub4_emp_poi10_gehns_overlook.spn_p,art\static\area\all_all\item\tech\all_item_tech_mailbox.gr2
spn\location\voss\mailbox\mailbox_hub4_rep_poi01_shad_ka_outpost.spn_p,art\static\area\all_all\item\tech\all_item_tech_mailbox.gr2
spn\location\voss\mailbox\mailbox_hub5_emp_poi01_outpost_overseer.spn_p,art\static\area\all_all\item\tech\all_item_tech_mailbox.gr2
spn\location\voss\mailbox\mailbox_hub5_neu_poi14_pir_tel_outpost.spn_p,art\static\area\all_all\item\tech\all_item_tech_mailbox.gr2
spn\location\voss\mailbox\mailbox_hub5_rep_poi03_kri_ta_outpost.spn_p,art\static\area\all_all\item\tech\all_item_tech_mailbox.gr2
spn\location\voss\mob\hub1\poi09_fort_kodentha\staged01\target01.spn_p,art\static\designblockout\DesignUtility\dbo_utility_flag_red.gr2
spn\location\voss\mob\hub3\poi12_halls_of_the_righteous\staged01\target01.spn_p,art\static\designblockout\DesignUtility\dbo_utility_flag_red.gr2
spn\location\voss\space_garage\from_space_garage_imperial.spn_p,art\static\area\spc_space\playership\spc_ps_smuggler_int_door01.gr2
spn\location\voss\space_garage\from_space_garage_republic.spn_p,art\static\area\all_all\arch\all_arch_rep_house_a_door.gr2
spn\location\voss\space_garage\to_space_garage_imperial.spn_p,art\static\area\spc_space\playership\spc_ps_smuggler_int_door01.gr2
spn\location\voss\space_garage\to_space_garage_republic.spn_p,art\static\area\all_all\arch\all_arch_rep_house_a_door.gr2
spn\location\voss\staged\impdropship_fly_in_vert_fly_out_hleft.spn_p,dyn\generic\vehicle\imp\impdropship.dyn
spn\location\voss\staged\repdropship.spn_p,dyn\location\voss\staged\repdropship.dyn
spn\location\voss\staged\repdropship_fly_in_vert_fly_out_hleft.spn_p,dyn\generic\vehicle\rep\repdropship.dyn
spn\location\voss\wonkavator\ambient\imperial\voss_ka.spn_p,dyn\generic\vehicle\imp\impdropship_door.dyn
spn\location\voss\wonkavator\ambient\imperial\voss_orbital_station.spn_p,dyn\generic\vehicle\imp\impdropship_door.dyn
spn\location\voss\wonkavator\ambient\repbulic\voss_ka.spn_p,dyn\generic\vehicle\rep\repdropship_door.dyn
spn\location\voss\wonkavator\ambient\repbulic\voss_orbital_station.spn_p,dyn\generic\vehicle\rep\repdropship_door.dyn
spn\location\voss\wonkavator\ambient\shuttle_to_imp_fleet.spn_p,dyn\generic\tech\controlpanel_stand01.dyn
spn\location\voss\wonkavator\ambient\shuttle_to_rep_fleet.spn_p,dyn\generic\tech\controlpanel_stand01.dyn
spn\location\voss\wonkavator\bounty_hunter\space_garage_airlock.spn_p,dyn\generic\wonkavator\wonkavator_spaceport_vertical.dyn
spn\location\voss\wonkavator\jedi_knight\space_garage_airlock.spn_p,dyn\generic\wonkavator\wonkavator_spaceport_vertical.dyn
spn\location\voss\wonkavator\jedi_wizard\space_garage_airlock.spn_p,dyn\generic\wonkavator\wonkavator_spaceport_vertical.dyn
spn\location\voss\wonkavator\sith_inquisitor\spaceport_garage_bottom.spn_p,dyn\generic\wonkavator\wonkavator_spaceport_vertical.dyn
spn\location\voss\wonkavator\sith_inquisitor\spaceport_garage_top.spn_p,dyn\generic\wonkavator\wonkavator_spaceport_vertical.dyn
spn\location\voss\wonkavator\sith_sorcerer\space_garage_airlock.spn_p,dyn\generic\wonkavator\wonkavator_spaceport_vertical.dyn
spn\location\voss\wonkavator\sith_warrior\space_garage_airlock.spn_p,dyn\generic\wonkavator\wonkavator_spaceport_vertical.dyn
spn\location\voss\wonkavator\smuggler\space_garage_airlock.spn_p,dyn\generic\wonkavator\wonkavator_spaceport_vertical.dyn
spn\location\voss\wonkavator\spy\space_garage_airlock.spn_p,dyn\generic\wonkavator\wonkavator_spaceport_vertical.dyn
spn\location\voss\wonkavator\trooper\space_garage_airlock.spn_p,dyn\generic\wonkavator\wonkavator_spaceport_vertical.dyn
spn\location\voss\world\imperial\contagious_corruption\jail_cell.spn_p,art\static\item\container\item_con_plasteel_crate_03.gr2
spn\location\voss\world\imperial\eavesdropping\gormak_observation_post_capture_point.spn_p,dyn\location\voss\world\imperial\eavesdropping\gormak_listening_post.dyn
spn\location\voss\world\imperial\gormak_and_their_monsters\bravo_team_corpse.spn_p,dyn\location\voss\world\imperial\gormak_and_their_monsters\bravo_team_corpse.dyn
spn\location\voss\world\imperial\gormak_and_their_monsters\gormak_comm_console.spn_p,art\static\area\vos_voss\item\vos_item_gormak_control_panel.gr2
spn\location\voss\world\imperial\gormak_disarmament\gormak_bomb.spn_p,dyn\generic\tech\neutron_bomb.dyn
spn\location\voss\world\imperial\intruders\gormak_mining_equipment.spn_p,dyn\location\voss\world\imperial\intruders\drill.dyn
spn\location\voss\world\imperial\intruders\gormak_mining_equipment_2.spn_p,dyn\location\voss\world\imperial\intruders\drill.dyn
spn\location\voss\world\imperial\intruders\gormak_mining_equipment_3.spn_p,dyn\location\voss\world\imperial\intruders\drill.dyn
spn\location\voss\world\imperial\new_approaches\bounty_board.spn_p,art\static\area\all_all\item\tech\all_item_tech_bounty_board_kiosk_pickup.gr2
spn\location\voss\world\imperial\seek_and_destroy\gormak_elevator.spn_p,dyn\location\voss\world\imperial\seek_and_destroy\ralkan_spawner.dyn
spn\location\voss\world\imperial\supply_raid\imperial_ordnance_crate.spn_p,dyn\generic\containers\small_weapon_crate.dyn
spn\location\voss\world\imperial\tapping_corruption\corrupted_tree_sap.spn_p,dyn\location\voss\world\imperial\tapping_corruption\corrupted_root.dyn
spn\location\voss\world\republic\a_potential_problem\chasm_precipice.spn_p,art\static\area\vos_voss\env\voss_env_boulder3.gr2
spn\location\voss\world\republic\a_potential_problem\sith_altar.spn_p,dyn\location\voss\world\republic\a_potential_problem\mirr_artifact.dyn
spn\location\voss\world\republic\blood_and_ice\bounty_board_voss_ka.spn_p,art\static\area\all_all\item\tech\all_item_tech_bounty_board_kiosk_pickup.gr2
spn\location\voss\world\republic\death_from_below\gormak_artillery.spn_p,dyn\location\voss\world\republic\death_from_below\gormak_guns.dyn
spn\location\voss\world\republic\forbidden\jedi_tech_crate.spn_p,art\static\item\container\item_con_crate_ancient_01.gr2
spn\location\voss\world\republic\gormak_monstrosities\dead_republic_commando.spn_p,dyn\location\voss\world\republic\gormak_monstrosities\commando_corpse.dyn
spn\location\voss\world\republic\gormak_monstrosities\dead_republic_commando_2.spn_p,dyn\location\voss\world\republic\gormak_monstrosities\commando_corpse_2.dyn
spn\location\voss\world\republic\gormak_monstrosities\dead_republic_commando_3.spn_p,dyn\location\voss\world\republic\gormak_monstrosities\commando_corpse_3.dyn
spn\location\voss\world\republic\nightmare_predator\datapad.spn_p,art\static\area\all_all\item\tech\all_item_tech_datapad_01.gr2
spn\location\voss\world\republic\silencing_the_gormak\communication_relay.spn_p,art\static\area\vos_voss\item\vos_item_gormak_control_panel.gr2
spn\location\voss\world\republic\silencing_the_gormak\communication_relay_1.spn_p,dyn\location\voss\world\republic\silencing_the_gormak\gormak_comm_console.dyn
spn\location\voss\world\republic\silencing_the_gormak\communication_relay_2.spn_p,dyn\location\voss\world\republic\silencing_the_gormak\gormak_comm_console.dyn
spn\location\voss\world\republic\silencing_the_gormak\communication_relay_3.spn_p,dyn\location\voss\world\republic\silencing_the_gormak\gormak_comm_console.dyn
spn\location\voss\world\republic\swamp_fever\crashed_ship.spn_p,art\static\area\tyt_tython\arch\tyt_arch_fleshraider_junk_06.gr2
spn\location\voss\world\republic\swamp_fever\tractor_beam_gen_1.spn_p,dyn\location\voss\world\republic\stop_the_excavation\lift_controls_3.dyn
spn\location\voss\world\republic\swamp_fever\tractor_beam_gen_2.spn_p,dyn\location\voss\world\republic\stop_the_excavation\lift_controls_1.dyn
spn\location\voss\world\republic\swamp_fever\tractor_beam_gen_3.spn_p,dyn\location\voss\world\republic\stop_the_excavation\lift_controls_2_ship.dyn
spn\location\voss\world_arc\imperial\a_selfless_act\listening_post.spn_p,dyn\location\voss\world_arc\imperial\a_selfless_act\listening_post_new.dyn
spn\location\voss\world_arc\imperial\a_selfless_act\listening_post_2.spn_p,dyn\location\voss\world_arc\imperial\a_selfless_act\listening_post_new.dyn
spn\location\voss\world_arc\imperial\a_selfless_act\listening_post_3.spn_p,dyn\location\voss\world_arc\imperial\a_selfless_act\listening_post_new.dyn
spn\location\voss\world_arc\imperial\a_selfless_act\republic_listening_post.spn_p,dyn\location\voss\world_arc\imperial\a_selfless_act\listening_outpost.dyn
spn\location\voss\world_arc\imperial\a_selfless_act\republic_listening_post_beta.spn_p,dyn\location\voss\world_arc\imperial\a_selfless_act\listening_outpost.dyn
spn\location\voss\world_arc\imperial\a_selfless_act\republic_listening_post_delta.spn_p,dyn\location\voss\world_arc\imperial\a_selfless_act\listening_outpost.dyn
spn\location\voss\world_arc\imperial\dark_rites\jedi_shrine_1.spn_p,dyn\location\voss\world_arc\imperial\dark_rites\jedi_shine.dyn
spn\location\voss\world_arc\imperial\dark_rites\jedi_shrine_2.spn_p,dyn\location\voss\world_arc\imperial\dark_rites\jedi_shine.dyn
spn\location\voss\world_arc\imperial\dark_rites\jedi_shrine_3.spn_p,dyn\location\voss\world_arc\imperial\dark_rites\jedi_shine.dyn
spn\location\voss\world_arc\imperial\dark_rites\jedi_shrine_4.spn_p,dyn\location\voss\world_arc\imperial\dark_rites\jedi_shrine_final.dyn
spn\location\voss\world_arc\imperial\erasing_evidence\ancient_tablet.spn_p,dyn\location\voss\world_arc\imperial\erasing_evidence\table_table.dyn
spn\location\voss\world_arc\imperial\keeping_up_appearances\imperial_gun_emplacement.spn_p,dyn\generic\destroyable\republic\tech\rep_turret_destroyable.dyn
spn\location\voss\world_arc\imperial\keeping_up_appearances\imperial_supply_crate.spn_p,dyn\location\voss\world_arc\imperial\keeping_up_appearances\exploding_crates.dyn
spn\location\voss\world_arc\imperial\space_race\detonation_point.spn_p,art\static\area\vos_voss\env\voss_env_boulder4.gr2
spn\location\voss\world_arc\imperial\space_race\shield_generator.spn_p,dyn\location\voss\world_arc\imperial\space_race\shield_generator.dyn
spn\location\voss\world_arc\imperial\space_race\shield_generator_4.spn_p,dyn\location\voss\world_arc\imperial\space_race\shield_generator.dyn
spn\location\voss\world_arc\imperial\space_race\shield_generator_beta.spn_p,dyn\location\voss\world_arc\imperial\space_race\shield_generator.dyn
spn\location\voss\world_arc\imperial\space_race\shield_generator_gama.spn_p,dyn\location\voss\world_arc\imperial\space_race\shield_generator.dyn
spn\location\voss\world_arc\imperial\space_race\ship_door_1.spn_p,dyn\location\voss\world_arc\imperial\space_race\ship_door.dyn
spn\location\voss\world_arc\imperial\space_race\ship_door_2.spn_p,dyn\location\voss\world_arc\imperial\space_race\ship_door.dyn
spn\location\voss\world_arc\imperial\space_race\starship_weak_point.spn_p,dyn\location\voss\world_arc\imperial\space_race\bomb_panel.dyn
spn\location\voss\world_arc\imperial\space_race\starship_weak_point_2.spn_p,dyn\location\voss\world_arc\imperial\space_race\bomb_panel.dyn
spn\location\voss\world_arc\imperial\space_race\starship_weak_point_3.spn_p,dyn\location\voss\world_arc\imperial\space_race\bomb_panel.dyn
spn\location\voss\world_arc\imperial\taking_the_bait\ambush_location_marker.spn_p,dyn\location\voss\world_arc\imperial\taking_the_bait\convoy_bomb.dyn
spn\location\voss\world_arc\imperial\taking_the_bait\republic_corpse.spn_p,art\static\area\all_all\item\corpse\corpse_tr_tight_heavy_a02_c01_bmn.gr2
spn\location\voss\world_arc\imperial\the_gormak_king\boulder.spn_p,dyn\location\voss\world_arc\imperial\the_gormak_king\falling_rock.dyn
spn\location\voss\world_arc\imperial\the_gormak_king\cave_door.spn_p,art\static\area\all_all\arch\imperial\all_arch_imp_fort_hallway_doorcap_02.gr2
spn\location\voss\world_arc\imperial\the_gormak_king\elevator.spn_p,art\static\area\all_all\arch\all_arch_techcave_lift.gr2
spn\location\voss\world_arc\imperial\the_gormak_problem\gormak_aa_battery.spn_p,dyn\location\voss\world_arc\imperial\the_gormak_problem\gormak_aa_gun_rotate.dyn
spn\location\voss\world_arc\imperial\the_gormak_problem\gormak_aa_battery_2.spn_p,dyn\location\voss\world_arc\imperial\the_gormak_problem\gormak_aa_gun_rotate_2.dyn
spn\location\voss\world_arc\imperial\the_gormak_problem\gormak_aa_battery_3.spn_p,dyn\location\voss\world_arc\imperial\the_gormak_problem\gormak_aa_gun_rotate_2.dyn
spn\location\voss\world_arc\imperial\the_trials\imperial_vision_tablet.spn_p,art\static\area\vos_voss\item\vos_item_ruins_tablet.gr2
spn\location\voss\world_arc\imperial\the_trials\source_of_corruption.spn_p,dyn\location\voss\world_arc\imperial\the_trials\source_of_corruption.dyn
spn\location\voss\world_arc\imperial\the_trials\trial_1_riddle_asker.spn_p,art\static\area\vos_voss\arch\vos_arch_shrine_statue_01.gr2
spn\location\voss\world_arc\imperial\the_trials\trial_focus_stone.spn_p,art\static\area\all_all\arch\all_arch_crystal_small_03.gr2
spn\location\voss\world_arc\republic\damage_control\terrax_cell_door.spn_p,dyn\location\voss\world_arc\republic\damage_control\cage_control_panel.dyn
spn\location\voss\world_arc\republic\dark_ambitions\dark_crystal.spn_p,dyn\location\voss\world_arc\republic\dark_ambitions\crystal_growth.dyn
spn\location\voss\world_arc\republic\dark_ambitions\meditation_shrine.spn_p,dyn\location\voss\world_arc\republic\roadblock\voss_shrine.dyn
spn\location\voss\world_arc\republic\in_the_crosshairs\detonator.spn_p,art\static\area\all_all\item\all_item_taxi_kiosk.gr2
spn\location\voss\world_arc\republic\in_the_crosshairs\power_generator.spn_p,dyn\location\voss\world_arc\republic\in_the_crosshairs\gormak_generator.dyn
spn\location\voss\world_arc\republic\in_the_crosshairs\power_generator_2.spn_p,dyn\location\voss\world_arc\republic\in_the_crosshairs\gormak_generator.dyn
spn\location\voss\world_arc\republic\in_the_crosshairs\power_generator_3.spn_p,dyn\location\voss\world_arc\republic\in_the_crosshairs\gormak_generator.dyn
spn\location\voss\world_arc\republic\in_the_crosshairs\power_generator_4.spn_p,dyn\location\voss\world_arc\republic\in_the_crosshairs\gormak_generator.dyn
spn\location\voss\world_arc\republic\need_to_impress\imperial_comm_tower_1.spn_p,dyn\location\voss\world_arc\republic\need_to_impress\dyn_imperial_comm_tower.dyn
spn\location\voss\world_arc\republic\need_to_impress\imperial_comm_tower_2.spn_p,dyn\location\voss\world_arc\republic\need_to_impress\dyn_imperial_comm_tower.dyn
spn\location\voss\world_arc\republic\need_to_impress\imperial_comm_tower_3.spn_p,dyn\location\voss\world_arc\republic\need_to_impress\dyn_imperial_comm_tower.dyn
spn\location\voss\world_arc\republic\primary_target\cage_release_console.spn_p,dyn\location\voss\world_arc\republic\primary_target\gormak_comm_console.dyn
spn\location\voss\world_arc\republic\primary_target\gormak_comm_console.spn_p,dyn\location\voss\world_arc\republic\primary_target\gormak_comm_console.dyn
spn\location\voss\world_arc\republic\primary_target\gormak_holding_cell.spn_p,dyn\location\voss\world_arc\republic\primary_target\gormak_holding_cell.dyn
spn\location\voss\world_arc\republic\primary_target\turret_control_console.spn_p,dyn\location\voss\world_arc\republic\primary_target\control_console_turret.dyn
spn\location\voss\world_arc\republic\roadblock\altar.spn_p,art\static\area\vos_voss\arch\vos_arch_shrine_altar.gr2
spn\location\voss\world_arc\republic\roadblock\voss_shrine_1.spn_p,dyn\location\voss\world_arc\republic\roadblock\voss_shrine.dyn
spn\location\voss\world_arc\republic\roadblock\voss_shrine_2.spn_p,dyn\location\voss\world_arc\republic\roadblock\voss_shrine.dyn
spn\location\voss\world_arc\republic\roadblock\voss_shrine_3.spn_p,dyn\location\voss\world_arc\republic\roadblock\voss_shrine.dyn
spn\location\voss\world_arc\republic\tempting_fate\sith_communication_console.spn_p,dyn\location\voss\world_arc\republic\tempting_fate\sith_comm_console.dyn
spn\location\voss\world_arc\republic\the_dead_hollow\artifact_attack.spn_p,dyn\location\voss\world_arc\republic\the_dead_hollow\artifact_attack.dyn
spn\location\voss\world_arc\republic\the_dead_hollow\boss_door.spn_p,dyn\location\voss\world_arc\republic\the_dead_hollow\voss_artifact.dyn
spn\location\voss\world_arc\republic\the_trials\meditation_altar_real.spn_p,dyn\location\voss\world_arc\shared\the_trials\meditation_altar.dyn
spn\location\voss\world_arc\republic\the_trials\meditation_altar_spirit.spn_p,dyn\location\voss\world_arc\shared\the_trials\meditation_altar.dyn
spn\location\voss\world_arc\republic\the_trials\republic_vision_tablet.spn_p,art\static\area\vos_voss\item\vos_item_ruins_tablet.gr2
spn\location\voss\world_arc\republic\the_trials\trial_1_riddle_asker.spn_p,dyn\location\voss\world_arc\shared\the_trials\meditation_altar.dyn
spn\location\voss\world_arc\republic\to_see_beyond\republic_vision_tablet.spn_p,art\static\area\kor_korriban\item\kor_tomb_item_tablet.gr2
spn\location\voss\world_arc\republic\visionary\elevator.spn_p,art\static\area\all_all\arch\all_arch_techcave_lift.gr2
spn\location\voss\world_arc\shared\beast_freedom.spn_p,dyn\location\voss\world_arc\shared\the_trials\beast_freed.dyn
spn\location\voss\world_arc\shared\corruption_beam.spn_p,dyn\location\voss\world_arc\shared\the_trials\corruption_beam.dyn
spn\location\voss\world_arc\shared\gormak_explosion_1.spn_p,dyn\location\voss\world_arc\shared\the_trials\gormak_explosions.dyn
